type,latitude,longitude,asset_id,history,owner_type,title,art_date,company,service_manager,makers,property,description,classification,Geo Point,Geo Shape,road_segment,location
Sculpture,-37.8201,144.9479,1560968,,Not Owned,IOU,2005,VicUrban,,Mikala Dwyer,Hub@Docklands,"IOU is both a debt and a poem. Fashioned from stainless steel and toughened glass, the piece won a Popular Choice Award at the prestigious Helen Lempriere National Sculpture Awards in 2002. Dwyer says, 'the IOU is something that promises another presence: that stands for something else. Here in its sculptural form, the promise stays suspended [and] the mirrored object disappears into its surrounds.'",Sculpture,"-37.820108015038734, 144.94791455836793","{""coordinates"":[144.94791455836793,-37.820108015038734],""type"":""Point""}",,"Hub@Docklands approximately 36m West of De Asian Flavours, 2A Waterview Walk, Docklands, 3008"
Sculpture,-37.8191,144.9741,1092457,,Owned,Eel Trap,2003,City of Melbourne,,"CLARKE, Fiona (Kirrae Whurrong)<br>MCKEAN, Ken",Melbourne Park,"Fiona Clarke and Ken McKean's Eel Trap is based on the design of a traditional Indigenous eel trap. The plate-steel sculpture is painted red and engraved with Indigenous designs. A local food source, eels were once trapped close to this site, near the shallow waterfalls that used to exist downstream, separating the freshwater of the river from the salty water of the bay. Eel Trap was commissioned by the City of Melbourne in 2003.",Sculpture,"-37.81912215786392, 144.97407581389808","{""coordinates"":[144.97407581389808,-37.81912215786392],""type"":""Point""}",Tanderrum Bridge,Melbourne Park
Sculpture,-37.8214,144.9417,1638169,,Owned,The River Runs Through It,2011,City of Melbourne,,"Stoner, Mark",,"The River Runs Through It by Melbourne artist Mark Stoner, is a spatial installation that merges art and landscape. The installation is comprised of a ground plane `flow' of shaped paving, 16 white pre-cast concrete `wave' forms, five brick dunes and carefully placed planter forms. This evocative and organic landscape is overlayed upon the urban stripe paving pattern, revealing the natural forces underlying the site. It reminds us all of the Yarra and alluvial mud plain that previously existed around the site.",Sculpture,"-37.821399856414146, 144.94170955070416","{""coordinates"":[144.94170955070416,-37.821399856414146],""type"":""Point""}",,"Approximately 6m NE of 88 Australian Wharf, Docklands, 3008"
Sculpture,-37.8217,144.9491,1559936,,Not Owned,Car Nuggets,2006,VicUrban,,Patricia Piccinini,Kangan TAFE,"Car Nuggets represents the essence of the car, completely removed from the pragmatics of transportation - or, in the words of the artist, ""as chicken nuggets are to chickens"". The work is a celebration of everything we desire in cars - the fluidity, the colour, the sense of speed and beauty of form- without any of the negatives. On another level, it is also a gentle critique of the superficiality of consumer culture.",Sculpture,"-37.821740069332854, 144.9491420809476","{""coordinates"":[144.9491420809476,-37.821740069332854],""type"":""Point""}",,"Kangan TAFE approximately 44m SW of Collins Square, 18 Batmans Hill Drive, Docklands, 3008"
Sculpture,-37.8192,144.947,1559937,,Not Owned,Continuum,2005,VicUrban,,Michael Snape,,"Continuum is essentially about the dance of life, reflecting the human condition of being alive. The interconnected figures encircle each other and reach up to the sky, conveying a sense of community, cooperation and wellbeing. The artist was inspired by Docklands coming to life again, impacting on the community's sense of self and causing 'an internal shift: this is the continuum.'",Sculpture,"-37.8191897005887, 144.9469984588285","{""coordinates"":[144.9469984588285,-37.8191897005887],""type"":""Point""}",Waterview Walk between Bourke Street and Batmans Hill Drive,"Waterview Walk between Bourke Street and Batmans Hill Drive approximately 41m West of Nawab's Palace Dine In, 20 Waterview Walk, Docklands, 3008"
Sculpture,-37.8127,144.9652,1088258,,Owned,The Echo,1996,City of Melbourne,Arts & Culture Branch,"GINGER, Edward",,"Ginger's non-figurative The Echo takes its inspiration from Melbourne's rich and diverse cultures, particularly its Asian cultures. Both the design and vibrant sienna colouring of the work have strong associations with Eastern spirituality.   The Echo is sited close to Chinatown and what was, at the time of installation, the Bank of Hong Kong, with the intention of connecting the work to its cultural environment. The design also seeks to integrate disparate aspects; Ginger has incorporated seating to encourage passers-by to linger and to interact with the sculpture, and to see it as part of the streetscape rather than as an interloper from the lofty world of art.  The sculpture was unveiled on 5th February 1997. ",Sculpture,"-37.81270567583463, 144.96515394995706","{""coordinates"":[144.96515394995706,-37.81270567583463],""type"":""Point""}",Swanston Street between Bourke Street and Little Bourke Street,"Swanston Street between Bourke Street and Little Bourke Street approximately 9m NE of Mdranking Melbourne, 215-217 Swanston Street, Melbourne, 3000"
Sculpture,-37.8201,144.9757,1517304,<br><br><br>,Owned,Speakers Corner,1999,City of Melbourne,Arts & Culture Branch,"Sakaris, Evangelos",Birrarung Marr,"Earthwork and pink-granite memorial.  For most of its venerable past Speakers Corner has been known as Yarra Bank, a site for political, religious and ideological debate. Between 1890 and the 1960s orators would gather to articulate their views on local and international issues. It was originally a one-hectare, heavily treed area at the western tip of Flinders Park, where orators voiced opinion and dissent from nine bluestone-faced granite mounds (probably built in the 20th century). The site was most attended during periods of upheaval and struggle, such as during World War I, the Depression and the 1940s, when leftist politics were beginning to feel the force of repression. From the 1960s, and with the rise of more varied media, the site has been comparatively quiet, serving as a meeting place for participants following the annual May Day parade.  The construction of the Exhibition Street extension to Batman Avenue in the late 1990s saw changes to Speakers Corner, now integrated into the western point of Birrarung Marr. It was reduced in size to a half hectare, eight of its established trees were removed and three of its mounds were re-sited at the western side of the site. An interpretive sculpture by Evangelos Sakaris has been added, comprising four low-lying, stepped pink-granite outcrops. Inscribed with quotations, these outcrops are spread across the site. The National Speakers Association of Australia was responsible for a commemorative plaque being placed at the site. It honours all those who, throughout history, have informed the public on matters of interest and concern. ",Sculpture,"-37.820082557142705, 144.97571669031538","{""coordinates"":[144.97571669031538,-37.820082557142705],""type"":""Point""}",,Birrarung Marr
Sculpture,-37.8194,144.9602,1088175,<br>,Owned,Another View Site 8,1994,City of Melbourne,,"Thomas, Ray",,"This is one of few remaining public artworks commissioned for the Another View walking trail. Here a silhouetted figure and horseshoes commemorate the race won by an Aboriginal schoolboy, Peter, in 1876. The plaque was intentionally placed in contrast to the John Batman plaque, which commemorates his landing in 1835.",Sculpture,"-37.81941335748653, 144.9601986635865","{""coordinates"":[144.9601986635865,-37.81941335748653],""type"":""Point""}",Flinders Street between Market Street and William Street,"Flinders Street between Market Street and William Street approximately 28m SW of Immigration Museum, 400-424 Flinders Street, Melbourne, 3000"
Sculpture,-37.7848,144.9524,1086729,,Owned,Peter Pan,1926,City of Melbourne,Arts & Culture Branch,"Montford, Paul",Melbourne Zoological Gardens,"Bronze sculpture of Peter Pan with an Australian bush bird on his shoulder and a kangaroo with joey along with other Australian native animals at his feet.  This statue was commissioned by Alderman Charles Jeffries in 1926 to commemorate his 31 years as councillor for the City of Melbourne. Chair of the Parks & Gardens Committee for many years, Alderman Jeffries wanted a sculpture placed in the Alexandra Gardens that would have particular appeal to children. Renowned sculptor Paul Montford created an `Australian' version of J.M. Barrie's Peter Pan to meet this brief.   Lord Mayor Morrell unveiled the statue in 1926. It was moved some time later to the conservatory in the Fitzroy Gardens, where the climatic conditions were less than ideal. In 1989, it was placed in storage to await both conservation and a decision on its new home. Jeff Gill, the Alderman's grandson, was instrumental in having the statue returned to a public site. Since 1993 it has been located at Melbourne's zoo, where, just as Alderman Jeffries envisaged, it enjoys the attention of children.",Sculpture,"-37.78477297621499, 144.95236482989228","{""coordinates"":[144.95236482989228,-37.78477297621499],""type"":""Point""}",,"Melbourne Zoological Gardens approximately 80m West of House 1, Melbourne Zoological Gardens, Elliott Avenue, Parkville, 3052"
Sculpture,-37.8222,144.9713,1086511,<br>,Owned,The Water Nymph,1925,City of Melbourne,Arts & Culture Branch,"Montford, Paul",Queen Victoria Gardens,"A bronze sculpture of a young woman, arms raised stroking her hair, kneeling on a round base that is covered in small waves. The sculpture rests atop a sandstone pedestal that sits on a concrete and rock plinth in the middle of the lake.  The pedestal carries a bronze title plaque.  In 1925, Melbourne City Council's Parks & Gardens Committee allocated funds towards purchasing statues for its public gardens. This was an attempt to appease a dissatisfied and vocal public, which had criticised council for the poor state of the pieces located in Fitzroy Gardens.   Paul Montford's Water Nymph is one of the works purchased. It is a bronze statue of a young woman, with raised arms stroking her hair. She kneels on a round base, which is set in an ornamental lake. This is a classic image of the period. The nymph is linked to age-old representations of the mermaid and the siren, which symbolise female sexuality. It is perhaps of no surprise to find a sculpture of a nymph at a time when the rise of the `flapper' signalled a loosening of sexual mores. Water Nymph was unveiled in September 1925.",Sculpture,"-37.82220980420751, 144.9713353620987","{""coordinates"":[144.9713353620987,-37.82220980420751],""type"":""Point""}",,Queen Victoria Gardens
Sculpture,-37.8143,144.9785,1086739,,Owned,Diana and the Hounds,1940,City of Melbourne,Arts & Culture Branch,"BOWLES, William Leslie",Fitzroy Gardens,"Cast bronze sculpture of Diana, bare breasted, dressed in a skirt, with her proper left arm raised whilst her proper right arm holds a bow.  She is flanked by two hound dogs. One dog stands on his back legs and rests his chin against Diana's left hip. The other dog walks by her right side. The group is on a self-base which is mounted on a rough cut granite plinth, which sits on a rectangular concrete base and acts as an island in the middle of the lily pond in which it is placed.   William Leslie Bowles joined the Australian War Memorial as a sculptor and model maker in 1924. After leaving the memorial he took on public commissions. In 1935, three of Bowles' designs were selected to replace the existing and much deteriorated statuary in Fitzroy Gardens. His Diana and the Hounds replaced a cement statue copied from the Roman Diana, Goddess of Mood and Contemplation, held in the Vatican.  The mould was completed in 1939 but the onset of the Second World War temporarily delayed casting by A.B. Brunton in London. The statue was in fact the last to be cast in Britain before the war and had to run the gauntlet of German U-Boats on its return to Australia. It was erected in a specially designed lily pond in front of the conservatory and was unveiled by Lord Mayor, Councillor Coles on the 4th of September, 1940. ",Sculpture,"-37.814306776660544, 144.9784994254141","{""coordinates"":[144.9784994254141,-37.814306776660544],""type"":""Point""}",,"Fitzroy Gardens approximately 69m SE of Toilet Fitzroy Gardens, 2 Lansdowne Street, East Melbourne, 3002"
Sculpture,-37.8153,144.9471,1561981,,Not Owned,Threaded Field,1999,VicUrban,,Simon Perry,Etihad Stadium,"Melbourne sculptor Simon Perry, best known for his very popular `Public Purse' in the Bourke Street Mall, practices a Pop Art sensibility and explores the forces that shape our experience of public places. A giant green thread playfully loops and knots its way through the stadium concourse, an unexpected player on the field. Constructed in painted and polished steel with internal lighting, the sculpture has itself become a popular playground.",Sculpture,"-37.815324425802274, 144.94707294769273","{""coordinates"":[144.94707294769273,-37.815324425802274],""type"":""Point""}",,"Etihad Stadium approximately 80m South of Peppers Docklands Hotel, 681 La Trobe Street, Docklands, 3008"
Sculpture,-37.8143,144.9432,1631225,,Owned,Monument Park,2014,City of Melbourne,Arts & Culture Branch,"Morton, Callum",Newquay Promenade,"The sculpture is a multiple of three-dimensional figures over a space of roughly fifty square metres. The figures are up to five metres in height.  Callum Morton 's inspiration was the use of existing monuments scattered in the Melbourne CBD along with the Hoddle grid. Those are then covered with a  'concrete carpet ', the carpet is then peeled back to reveal bursts of colour and landscaping.   Monument Park is a sculpture park located on NewQuay Promenade.  The park is an example of a collaborative project between MAB Corporation, artist Callum Morton, McBride Charles Ryan Architects, Oculus Landscape Architects, City of Melbourne and Places Victoria.  ",Sculpture,"-37.8142715063488, 144.94320071567864","{""coordinates"":[144.94320071567864,-37.8142715063488],""type"":""Point""}",Newquay Promenade between Harbour Esplanade and Palmyra Way,"Newquay Promenade approximately 5m SE of Monument Park at NewQuay, Monument Park, 21 Newquay Promenade, Docklands, 3008"
Sculpture,-37.8187,144.9741,1517305,<br>,,Federation Bells,2002,City of Melbourne,,"McLachlan, Neil; Hasell, Anton",Birrarung Marr,"The 39 free standing upturned bells range in size from a hand bell that stands 1.8m high and 2.8m in diameter and weighs up to 3.5 tonnes.    Designed by Neil McLachlan and Anton Hasell in collaboration with Swaney Draper Architects, the installation comprises 39 upturned bells of differing sizes, mounted on poles ranging from two to six metres high. The size of each bell determines its pitch, and collectively the pitch ranges over four octaves.  Most of the bells are harmonic and very pure in their tone; seven are polytonal, so able to play more than one pitch with a single hammer strike. Unlike most modern Western instruments, the bells are `just tuned', a system that follows a harmonic series in nature and means the bells emit a unique sound; music created for the bells must be composed with this system in mind.  Seven Australian composers were commissioned to create pieces of four to five minutes for the launch of the bells. Computer-controlled hammers strike the bells to the tune of the programmed compositions. In 2008, the City of Melbourne launched a website (www.federationbells.com.au) to allow members of the public to compose their own pieces for the bells. By walking among the bells or listening to them from up to 100 metres away, visitors have different aural experiences of the music. Eminent scientist and Australian of the Year (2000) Sir Gustav Nossal launched the Federation Bells installation on 26 January 2002. In 2005, the poles underwent a structural upgrade to ensure the longevity of the work.",Sculpture,"-37.8186665820053, 144.97410019862608","{""coordinates"":[144.97410019862608,-37.8186665820053],""type"":""Point""}",,Birrarung Marr
Sculpture,-37.7966,144.9243,1517306,,Owned,Commonwealth Games Aquatic Sculptures Eels,2006,City of Melbourne,,Mothers Art Productions,J J Holland Park,"Four-metre eels modelled on the Southern Shortfin Eel, a species native to the Yarra River so with special relevance to Melbourne. Originally they formed the two sides of a single work. Made by Mother 's Art.  A series of 71 large artworks depicting fish was created for the opening ceremony of the 2006 Melbourne Commonwealth Games. Each representing a nation of the Commonwealth, the fish sculptures were sited along the centre of the Yarra River, where they remained for the duration of the Games. They were such a `hit' with the public that after the games the sculptures were distributed to local governments and other not for profit bodies throughout Victoria. In early 2008, this component of the series was brought back into public life with its relocation to the Kensington Community Recreation Centre; here the two eels that comprise the work serve as mascots for the junior swimming squads.",Sculpture,"-37.79662907585139, 144.924306747344","{""coordinates"":[144.924306747344,-37.79662907585139],""type"":""Point""}",,"J J Holland Park approximately 51m SW of Kensington Community Recreation Centre, Kensington Community Centre, 111 Altona Street, Kensington, 3031"
Sculpture,-37.7896,144.943,1552146,"Matthew Harding's artwork Fruition was commissioned as part of the City of Melbourne Public Art Program call for expressions of interest (EOI) for new public art works in 2011. Royal Park was chosen as the site for Fruition, as Matthew Harding aimed for his artwork to reflect on the natural landscape of Royal Park, with its busy backdrop of roads, vehicles and trams.<br><br>",Owned,Fruition,2013,City of Melbourne,,"HARDING, Matthew",Royal Park,"Fruition is an artwork resembling a pair of oversized seed pods crafted from cor-ten steel, a kind of metal that forms a protective layer of rust oxide when exposed to the elements.   ",Sculpture,"-37.78958485485513, 144.94300677170517","{""coordinates"":[144.94300677170517,-37.78958485485513],""type"":""Point""}",,"Royal Park approximately 66m SE of Monaro, 5 Southgate Street, Parkville, 3052"
Sculpture,-37.8104,144.9641,1088165,"Commissioned through the City of Melbourne's Percent for Art Program, this double-sided seat of steel and jarrah offers the urban flâneur a place to rest, take stock and take in the urban environment.",Owned,Resting Place,1994,City of Melbourne,Arts & Culture Branch,"Snow, Bronwyn",,"Bronwyn Snow's Resting Place is a sculpture that combines aesthetics and function. The decorative elements of the seat include two serpents ' traditionally a symbol of healing, rebirth and female power ' towering sunflowers, which watch over the seated, and ivy. Snow claims of the work that it is `a stopping point, a resting place for the weary spiritual traveller'.",Sculpture,"-37.810372108766074, 144.96407645127653","{""coordinates"":[144.96407645127653,-37.810372108766074],""type"":""Point""}",Swanston Street between Little Lonsdale Street and La Trobe Street,"Swanston Street between Little Lonsdale Street and La Trobe Street approximately 9m SE of Unit 1102, 339 Swanston Street, Melbourne, 3000"
Sculpture,-37.8184,144.9716,1638167,,Owned,Once Upon a Slime,2008,City of Melbourne,,"BODYCOMB, Helen",Birrarung Marr,"In 2007 mosaic artist Helen Bodycomb was commissioned to create a monochrome entrance feature for Artplay which could also be used as a seat or play feature. The design of the  sculptural work was inspired by the forms illustrated in various Dr Seuss stories. Special care was undertaken to ensure the ergonomics of the curvatures, also to enable adequate fall to prevent water from pooling on or in the work. Consistent with Artplay's colour `identity', the work was to be (in tones of) orange.  Helen conducted a number of workshops at Artplay in which children explored patterns and drawings with some of the tiles later used in the work. Rather than attempting to create works for actual inclusion, children were encouraged to explore ideas through drawing and loose-laid tile arrangements. These were carefully photo-documented for later reference by the artist.   Construction of most of the features in the work were prefabricated in Helen Bodycomb's Castlemaine studio on fibreglass mesh. A loose plan for placement was made in the studio. Each hump has a loose theme; the hump closest to the building has a circus theme, one is outer space and flight, the hump furthest from the building features the Birdman Rally, etc.",Sculpture,"-37.818422539139505, 144.97164501742284","{""coordinates"":[144.97164501742284,-37.818422539139505],""type"":""Point""}",,"Birrarung Marr approximately 15m SW of Toilet Birrarung Marr, Batman Avenue, Melbourne, 3000"
Sculpture,-37.8141,144.9634,1088163,"In January 1994, the City of Melbourne called for design submissions for unique and distinctive forms of street seating. Simon Perry's The Public Purse was one of the works selected. This piece was commissioned as part of council's Percent For Art Program, in which one per cent of council's capital works budget went towards funding public artworks, with the goal of integrating public art into the design and development of the city.<br>In creating The Public Purse, Perry was interested making an object that would work both conceptually and poetically, while still addressing the context of the site. The Public Purse engages with its environment through its clear reference to the commercial nature of the area. Perry says of this red-granite sculpture that it `signifies an interaction between the city and citizens, the public and the private'. Looking like nothing less than an oversized dropped purse, this public seating can be located anywhere in the retail district without ever looking out of place.",Owned,The Public Purse,1994,City of Melbourne,Arts & Culture Branch,"Perry, Simon",,"Large granite purse-like object, designed as a seat located in the Bourke Street mall outside the old GPO.",Sculpture,"-37.81409769225873, 144.96340079187658","{""coordinates"":[144.96340079187658,-37.81409769225873],""type"":""Point""}",Bourke Street between Swanston Street and Elizabeth Street,"Bourke Street between Swanston Street and Elizabeth Street approximately 23m NW of Bardot, Shop 3-4, Ground, 351 Bourke Street, Melbourne, 3000"
Statue,-37.8295,144.9739,1086581,,Owned,Man with the Donkey,1935,City of Melbourne,Arts & Culture Branch,"Anderson, William Wallace",Shrine of Remembrance Reserve,"A bronze figure of Simpson and his donkey with a wounded man on the donkey 's back on a granite pedestal.  Private John Simpson Kirkpatrick's intrepid and short-lived exploits during the Gallipoli campaign have made him a popular figure of World War One. He has been mythologised to represent the lauded values of the digger, and he symbolises all those who went into battle unarmed. Born in England in 1892, he came to Australia in 1910. He enlisted to make his way back to England, but as a member of the 3rd Field Ambulance AIA was sent to Gallipoli. After just three weeks of bearing wounded soldiers across Shrapnel Gully on the back of his donkey, Simpson was killed by shrapnel fire.   Simpson's story became a powerful propaganda tool for enlistment in Australia, but following the war he was quickly forgotten. With the Shrine of Remembrance nearing completion in 1933, the memory of Simpson was rekindled to commemorate all who gave their lives to help others during the war. One plaque reads: `The / Man with his donkey / Gallipoli ' / In commemoration / of the valour and compassion / of the Australian soldier'.  In 1935, Wallace Anderson's design for the memorial was selected though a competition organised by the Australian Red Cross. Anderson had served during the war and worked at the Australian War Memorial after his return. His Man with the Donkey was cast in Italy, and after some debate was sited near the shrine.  Unveiled 20th June, 1936",Sculpture,"-37.8294820320636, 144.9738584859447","{""coordinates"":[144.9738584859447,-37.8294820320636],""type"":""Point""}",,"Shrine of Remembrance Reserve approximately 93m NW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004"
Statue,-37.8303,144.9743,1091177,Commissioned in 1998 to commemorate the 75th anniversary of Legacy.,Owned,Widow and Children,1998,City of Melbourne,Arts & Culture Branch,"Laumen, Louis",Shrine of Remembrance Reserve,Bronze statue of a mother and two children located in the Legacy Garden of Appreciation.,Sculpture,"-37.83028190715433, 144.9743398250947","{""coordinates"":[144.9743398250947,-37.83028190715433],""type"":""Point""}",,"Shrine of Remembrance Reserve approximately 42m SW of The Gardens Shop, Gardens Shop, 100 Birdwood Avenue, Melbourne, 3004"
Statue,-37.8156,144.9667,1086524,<br>,Owned,Burke and Wills Monument,1865,City of Melbourne,Arts & Culture Branch,"Summers, Charles",,"Two larger than life size figures of Burke and Wills, Burke stands with feet apart left of Wills who is seated with right foot forward, Burke 's forearm rests on Wills ' left shoulder. Both figures gaze to the left. Wills has an open book in his lap and is reposed from writing. Self-base of bronze mounted atop granite blocks, rough hewn with finished edges. Bronze bas-relief plaques depicting number of events during exploration surround all four sides of the plinth.  The ill-fated journey of Burke and Wills is one of the most recited episodes in Australian history, and one that Summers would have a role in memorialising. Burke and Wills' journey began amid glorious public sentiment of hope and pride as their team set off for the Gulf of Carpentaria. Among other things, the publicly funded expedition would help solve the puzzle of what lay in Australia's interior, and at a time of interstate rivalry it would bring triumph to Victoria. But the expedition ended as a sorry tale of rash decision-making and unfortunate timing, and ultimately with the deaths of Burke, Wills and Gray.   On 2 November 1861, news of the death of Burke and Wills reached Melbourne, and within days grief swept the city; more than 40,000 people are said to have paid their last respects to the fallen heroes. The Victorian government announced a memorial would be erected and Charles Summers submitted the winning design. Burke stands to the left of the seated Wills, his forearm resting on his companion's shoulder. A book lays open book in Wills' lap. Mounted atop granite blocks, the statue also features bronze bas-relief plaques depicting events during the expedition. It was unveiled on 21 April 1865 ' the fourth anniversary of Burke and Wills' return to Coopers Creek.   The monument, too, has had something of a journey, having been relocated several times. In 1993, it underwent two months' restoration before being relocated in its fifth and current site. Some critics derided the work as `grotesque', pointing particularly to the elongated necks of the subjects.  Burke and Wills Monument was removed from its site on the corner of Swanston and Collins Streets in April 2017 in connection with the Metro Tunnel Project. It is currently in storage and will be returned to its former location in about 2022.",Sculpture,"-37.81563369944254, 144.96670400596955","{""coordinates"":[144.96670400596955,-37.81563369944254],""type"":""Point""}",Swanston Street between Flinders Lane and Collins Street,"Swanston Street between Flinders Lane and Collins Street approximately 25m NW of A Prickly Affair, City Pillar, 74 Swanston Street, Melbourne, 3000"
Statue,-37.8144,144.9747,1086523,,Owned,Robert Burns Memorial,1903,City of Melbourne,Arts & Culture Branch,"Lawson, George Anderson",Treasury Gardens,"Standing figure of Robert Burns cast in bronze. The over life-size figure is depicted in tails and breeches with arms folded across the chest suggesting a powerful spirit. The psychology of the face reveals one of deep concentration. The figure stands on a square bronze plinth that is fixed to a large four-sided stepped granite pedestal. On each face of the pedestal is a bronze relief.  The cost of the work, cast in London, was approximately 1000 pounds. Nearly every Scotsman in Melbourne was said to have contributed to the cost of the work. The statue was originally located on the west side of St Kilda Road where Sir John Madden, Lieutenant Governor, unveiled the statue on 23 January 1904. The statue was moved to its current site in the Treasury Gardens in 1970 due to a change in the profile of St Kilda Rd with both the developments of the NGV and the Victorian College of the Arts occurring in the area. The Robert Burns Memorial remains an important symbol of the contribution that Scottish immigrants made to the early development of Victoria; many of the first graziers and squatters in Gippsland and the Western District were of Scottish descent. The memorial is a uniting symbol for the Melbourne 's Scottish community and is an important part of Melbourne 's cultural heritage.  Poet Robert Burns is perhaps one of the most famous characters in Scottish history. His importance is immense, not only in terms of his work, but for his influence on the poetry and culture of Scotland. Robert Burns was born on 25th January 1759, in the tiny village of Alloway, Ayrshire, near Ayr on the West Coast of Scotland. The son of a poor peasant farmer, Burns grew up in abject poverty and was forced labour long hours throughout his childhood.  Despite their poverty Burns ' father recognised the value of education and contracted the services of local teacher, John Murdoch.  From an early age it was apparent that Burns was a gifted scholar, writing his first piece Handsome Nell (a poem about his first love and the first of many odes to women) at the age of 15. Unlucky in love Burns resolved to emigrate to the West Indies, intending to pay for his passage with the proceeds from the publication of his first book, Poems, Chiefly in Scottish Dialect, published in 1786. The publication immediately captured the hearts of the Scottish public and was considered to be one of the greatest collections of poetry ever written. Enjoying his new found celebrity, Burns began to write profusely publishing many poems, among them perhaps his most famous piece Auld Lang Syne. Burns ' appeal was universal; his words resonated with the ruling class, the educated and the common folk alike.  Love and sympathy were his greatest themes and he often paid tribute to the working class in his works. Burns died in extreme poverty of rheumatic fever in 1796 at the age of 37. ",Sculpture,"-37.8143735830792, 144.974719996297","{""coordinates"":[144.974719996297,-37.8143735830792],""type"":""Point""}",,"Treasury Gardens approximately 10m East of 2-18 Spring Street, East Melbourne, 3002"
Statue,-37.8267,144.9719,1086734,,Owned,Marquis of Linlithgow,1911,City of Melbourne,Arts & Culture Branch,"Rhind, William Birnie",Marquis of Linlithgow Memorial Reserve,"A bronze equestrian statue of  Marquis of Linlithgow on a granite pedestal. A bronze equestrian statue of Marquis of Linlithgow on a granite pedestal. John Adrian Lewis Hope, the Earl of Hopetoun, arrived in Australia to serve as the governor of Victoria from 1889 to 1895. During these years he travelled widely, investigating social conditions and alleviating hardship where he could. He returned to England in 1895, with a reputation for being one of the most conscientious governors in Australia. He returned to Australia in 1901 to become the new federation's first governor-general, but his popularity quickly waned, in part because his expenses were perceived as exorbitant. He resigned from his position a year later and returned to his native Scotland, where he died in 1905. In 1902, the Earl of Hopetoun was made Marquis of Linlithgow.  A handful of anonymous tenders for a commemorative statue to Hope were considered before William Birnie Rhind's design was selected. Lady Linlithgow had requested that her late husband be represented on horseback to show his admiration for these noble beasts. Rhind's moulds were made in Scotland and the bronze was cast in Naples. Governor-General Sir John Fuller and acting Prime Minister William Hughes unveiled the statue in June 1911. ",Sculpture,"-37.82666405636878, 144.9719166488942","{""coordinates"":[144.9719166488942,-37.82666405636878],""type"":""Point""}",,Marquis of Linlithgow Memorial Reserve
Statue,-37.817,144.9675,1086583,,Owned,Captain Matthew Flinders Statue,1925,City of Melbourne,Arts & Culture Branch,"GILBERT, Charles Web; BARBEDIENNE, F",,"A bronze figure of Matthew Flinders in his Commander 's uniform, standing on the prow of a boat, braced against the wind, brought ashore by two seamen. The bronze sculpture sits on a granite plinth. Unveiled 8 November 1925.  The idea for a monument to Matthew Flinders was first discussed in1911 after a meeting of the Royal Geographical Society of Melbourne. In 1915 a public subscriptions began, however with the coming of war the plans were put on hold. In 1922 the notion was resurrected, this time by the Melbourne City Council, and C. Web Gilbert was elected to create the piece. In subsequent months there was much factional fighting and public debate about the location and the form of the sculpture. There was heavy competition for the statue to be placed at the St Kilda foreshore, but a Council meeting decided in 1923 that it ""must be located within the city of Melbourne."" Finally in 1924 a design was approved and permission was granted by St Paul 's Cathedral to house the statue on their grounds. The bronze statue itself was cast in Paris by Barbedienne, and sadly Gilbert died just days before it returned to Melbourne. It was unveiled by the Governor, Lord Stradbroke on November 7 1925, in the presence of more than 3000 people.   Flinders gained acclaim for establishing the strait between mainland Australia and Tasmania in 1798. Over 1801'03, he mapped the coast of Australia, completed against great odds, and was the first cartographer to use `Australia' on maps, rather than `New Holland'. On the Flinders' Statue Fund collecting card, Professor Ernest Scott wrote: `amongst the seamen who habitually traverse these coasts, no name, not even that of Cook, is so deeply esteemed as his'.  Charles Web Gilbert was born in 1867 near Cockatoo, in Victoria. At a young age he became a pastry cook, modelling cake decorations. He later studied at the National Gallery Art School, but had no formal training in sculpture. Gilbert travelled to England at the outbreak of World War One, and shortly after to France, where he made battlefield models for the Australian Imperial Force. Returning to Australia, he worked for the Australian War Memorial, and later undertook many commemorative commissions. The Flinders monument is Gilbert's best known work and has been particularly admired for the use of the boat as the statue's base.",Sculpture,"-37.81696330579109, 144.96748759277108","{""coordinates"":[144.96748759277108,-37.81696330579109],""type"":""Point""}",,"Approximately 38m NE of 13 Swanston Street, Melbourne, 3000"
